ts_code,name,score,pe,roe,revenue_growth,rsi,volume_ratio
000897,津滨发展,93.8468719602168,10.334817348116516,29.206032179638868,0.4359445187166855,54.61707571748609,2.9583441581493175
000004,*ST国华,92.70923382266864,11.570763241353035,27.850471565105202,42.672708382909796,50.67778751993203,2.8745552616247014
002516,旷达科技,92.62774577741506,16.377810480500166,29.342200173148154,3.6310930006151434,30.91843117386791,0.8919824784253967
301326,捷邦科技,92.54163586277426,12.414116150898561,25.882135011896676,48.189441152158075,50.52014748442345,2.8953033669304458
002563,森马服饰,91.84799266256486,15.98827859615717,29.135254227778656,46.911428804169255,38.97485393093276,2.8336587013847168
603212,赛伍技术,91.71435016853763,12.428092691246126,7.2065609979484755,47.73441773562103,50.5652494954556,2.751612463072254
300572,安车检测,91.64727203339628,12.435388152976348,23.855953983928416,47.644017645606304,49.27258789321369,0.9117887594165565
600153,建发股份,91.58790870742189,10.257327826755326,7.302300486087819,47.749293231875825,45.65280150534686,2.402638677434651
688063,派能科技,91.15797622136026,18.376078465431892,27.386909234207998,49.434427220513676,36.556403838351194,2.6051374308344792
300580,贝斯特,91.12448259766389,10.456186713760985,28.646704586824196,49.873128208058745,52.34228930450483,2.171049850726898
688377,迪威尔,90.61837836784625,16.57656967580848,24.23247350659503,49.090583587953425,52.04975146732029,0.6194186462687291
002305,*ST南置,90.56397558174507,15.676778690197084,25.193596439950987,43.50078358894869,34.09659304093818,0.5025466032433532
600316,洪都航空,90.3930298753529,18.854686721677744,29.34866276243641,49.97004090971516,52.21958717881222,1.8534239720740415
301396,宏景科技,90.30517305159029,18.15555366333618,29.53923505935872,44.93783089349796,58.44433655482982,0.7095133632542576
300331,苏大维格,90.23367853578758,15.88464883026846,29.950021646761652,39.29491283984149,56.67644126364968,0.7782731923691256
600061,国投资本,89.96880418791375,14.68363386226645,28.464528579331915,47.90146941001534,62.31739318221375,2.5353546395464734
688584,上海合晶,89.91771009110411,13.738102852320747,5.23770306374414,49.02106746657244,32.83589126447219,2.7325034009683336
301581,黄山谷捷,89.84168894864698,10.502195435376297,29.35762601913158,32.713309071118275,52.87694431053327,2.536884064217805
301595,太力科技,89.49280555490049,25.082692538776527,28.83032001055099,47.17061963516013,48.33856996715937,2.599564788602645
000156,华数传媒,89.4723213156148,20.72004617167549,6.537778505304107,48.814715760111746,49.48996309581908,0.5105025071201204
